tconst,averageRating,numVotes
tt0264616,7.2,71860
tt0374546,8,71805
tt1126591,6.4,71740
tt0265349,6.4,71690
tt0427392,5.9,71665
tt0117802,7.2,71660
tt2017038,6.9,71590
tt0113161,6.9,71570
tt0209475,5.3,71531
tt0105690,6.5,71519
tt0465551,7.4,71513
tt0114694,7.1,71505
tt0117333,6.4,71424
tt2386490,7.5,71364
tt2387559,6.4,71335
tt1095217,6.6,71325
tt1985949,6.3,71302
tt1093908,5.9,71301
tt0109254,5.6,71278
tt0398712,6.3,71117
tt0084503,8.1,71035
tt1781922,6.8,71001
tt0111280,6.6,70972
tt0311289,7,70933
tt1020530,6.8,70851
tt0107798,6.6,70727
tt0088930,7.3,70694
tt0109813,4.9,70681
tt0371257,6.8,70674
tt1605717,7,70672
tt0378109,5.8,70614
tt0403702,6.4,70578
tt2002718,5.6,70570
tt0303816,5.6,70493
tt1336608,5.9,70408
tt0165581,7.3,70402
tt1433811,7.5,70388
tt2094262,8,70386
tt1220198,5.9,70369
tt0106220,6.7,70338
tt0120179,3.9,70309
tt0952640,5.2,70270
tt1379182,7.3,70261
tt0787475,6.7,70248
tt1683526,7.7,70213
tt0092675,6.8,70179
tt1954470,8.2,70162
tt0439815,6.4,70157
tt0164181,7,70154
tt1234719,5.4,70138
tt0203259,8,70054
tt0251736,6.1,70001
tt0158552,7.1,69974
tt0446059,7.6,69906
tt0211933,6.5,69905
tt1261945,4.4,69872
tt0367089,7.3,69860
tt3605418,4.9,69826
tt0105812,6.8,69821
tt0477071,5.9,69812
tt0114508,5.8,69796
tt0494238,6.1,69736
tt2082197,8.1,69686
tt1655460,5.6,69626
tt0076786,7.4,69604
tt0483607,6,69574
tt0181316,6.3,69571
tt0840196,8.2,69541
tt3203606,7.5,69518
tt3530232,8.9,69508
tt0286112,7.2,69502
tt0164334,6.4,69490
tt2788432,8.5,69403
tt0119173,5.9,69403
tt0088170,6.7,69396
tt0119099,7,69352
tt1242432,6.3,69348
tt0186566,6.4,69290
tt2249007,8.3,69207
tt0115963,6.3,69182
tt0462465,6.2,69165
tt0476735,8.3,69162
tt1568921,7.6,69152
tt0162650,5.9,69140
tt1711425,5.8,69086
tt0770752,5.7,69029
tt0120828,5.8,68956
tt0233469,5.5,68952
tt0389557,7.7,68922
tt0086066,7.1,68822
tt2334649,7.5,68769
tt0387877,5.6,68767
tt3748172,6.6,68726
tt0975645,6.8,68723
tt2649554,6.6,68722
tt0253754,6.4,68625
tt1280558,8.2,68546
tt0335119,6.9,68533
tt0090863,7,68521
tt0107808,7.6,68494
tt0368933,5.8,68492
tt0770703,6.1,68476
tt0344510,7.6,68464
tt0085794,7.7,68454
tt0113540,7.1,68436
tt1467304,4.4,68433
tt0091790,6.8,68416
tt1972571,6.8,68390
tt0093010,6.9,68389
tt0398017,6.6,68386
tt1726669,6.7,68282
tt0401711,7.3,68263
tt1126618,6.5,68200
tt0116908,6.8,68110
tt1740299,8.1,68062
tt2870612,6.2,68056
tt0120461,5.5,68055
tt0790628,5.9,68041
tt0368909,7.2,68035
tt1241317,4.5,68029
tt7335184,7.8,67962
tt0427229,5.6,67820
tt1212428,6.6,67756
tt0243736,5.6,67744
tt2568862,6.6,67733
tt0106004,8,67639
tt0082495,6.5,67568
tt1178663,7.1,67420
tt0171363,5,67377
tt0871510,8.2,67370
tt0183523,5.7,67356
tt3475734,7.9,67318
tt0368530,7.6,67312
tt0862846,6.8,67311
tt0205000,5.7,67162
tt1121096,5.5,67102
tt0988824,8.5,67065
tt0101393,6.7,67023
tt0481141,6.3,67017
tt1199099,7.9,66979
tt0387898,7.3,66924
tt1619029,6.7,66853
tt0150377,6.5,66847
tt0120791,6.3,66805
tt1341167,7.3,66774
tt2294189,8.2,66761
tt0120738,5.2,66739
tt1582507,5.6,66721
tt1374992,6.4,66700
tt0286486,8.7,66685
tt0102492,6.9,66680
tt4849438,8.3,66678
tt0118607,7.3,66599
tt0351977,6.3,66553
tt1098327,2.5,66528
tt0077928,7.6,66472
tt0091326,6,66463
tt0804461,6.8,66451
tt0861689,6.6,66444
tt1586265,5.7,66436
tt0963794,5.8,66423
tt0112579,7.6,66384
tt0970452,6.1,66370
tt0478134,7.1,66280
tt0995039,6.7,66234
tt0272020,7,66158
tt2387433,6.3,66155
tt1912398,7.2,66152
tt0119190,5.4,66077
tt0354899,7.3,65935
tt1371150,6.6,65921
tt0235198,7.2,65908
tt1366344,5.7,65878
tt1082868,6,65865
tt0455538,6.4,65853
tt0120844,6.4,65762
tt1645089,8.2,65755
tt0374536,4.8,65720
tt1190634,8.9,65695
tt0811080,6,65633
tt0374887,8.2,65566
tt1726592,6.3,65558
tt0102975,7.2,65532
tt4686844,7.2,65511
tt1352824,6.3,65416
tt0089755,7.2,65411
tt0095631,7.5,65402
tt0120631,7,65397
tt0077766,5.7,65360
tt3312830,7.3,65193
tt0451094,7.6,65187
tt0133952,6.4,65119
tt1186367,6.3,65065
tt0810788,7.9,65047
tt0391304,6.6,65038
tt0377471,5.6,65029
tt1365050,7.8,64988
tt0119925,6.1,64936
tt0116225,5.7,64928
tt0076666,6.8,64892
tt0443489,6.5,64870
tt0385307,5.1,64865
tt0115734,7,64847
tt0420294,5.8,64654
tt0305711,5.5,64590
tt0368709,6.4,64578
tt1245112,6.5,64573
tt4955642,8.1,64557
tt0139239,7.2,64537
tt1898069,7.9,64525
tt0130018,4.7,64477
tt0340377,7.6,64457
tt0971209,6.5,64426
tt0085333,6.7,64398
tt2377322,6.2,64329
tt5296406,7.6,64305
tt0087277,6.6,64285
tt0329774,4.4,64218
tt1740707,7,64151
tt1679335,6.5,64151
tt1837576,7.7,64082
tt0364517,7.6,64031
tt1591479,6.5,64023
tt0088161,6.2,64000
tt0119051,6.9,63984
tt0093629,6.6,63984
tt1321511,5.8,63935
tt0416315,6.2,63882
tt3717252,5.8,63866
tt0101862,6.5,63855
tt0113071,5.9,63853
tt0264472,6.4,63852
tt0866439,5.9,63722
tt1442462,8.3,63704
tt0425413,6.6,63690
tt0165929,6.1,63664
tt0477051,4,63663
tt1343097,7.3,63648
tt0083511,6.9,63615
tt0412253,8.3,63596
tt0329575,7.3,63532
tt1618434,6,63528
tt4513674,6.6,63482
tt0338095,6.8,63458
tt0092086,6.5,63444
tt0423294,6.7,63440
tt0758790,8.1,63400
tt0106965,5.9,63398
tt1149362,7.8,63344
tt0414852,7.2,63338
tt0100263,7.3,63333
tt0493430,7,63284
tt0120749,6.1,63151
tt0841046,6.8,63125
tt0370986,7.6,63099
tt0114558,7.2,63067
tt0147612,7.7,63056
tt0131325,6.4,63053
tt0113481,5.7,63010
tt1323045,6.1,62890
tt0414055,6.8,62800
tt3713166,5.5,62778
tt0219965,6.5,62734
tt0421054,5.9,62713
tt0096734,6.9,62689
tt0245562,6.1,62681
tt0316356,7.4,62626
tt0104652,7.8,62614
tt1268799,6.3,62514
tt0463998,7.5,62474
tt0396752,6.5,62349
tt1355631,7,62308
tt0139809,7.1,62305
tt0091167,7.9,62288
tt1191111,7.3,62264
tt4530422,6.7,62232
tt0315983,7.5,62229
tt0851578,7.7,62164
tt0316396,6.8,62110
tt0356618,5.8,62060
tt1186830,7.2,62049
tt3045616,5.5,62042
tt0113243,6.2,62037
tt1600194,7.3,62002
tt0116040,5.9,61979
tt1034389,6.2,61967
tt0101921,7.7,61936
tt5294550,6.8,61929
tt2013293,7.8,61924
tt1893256,6.2,61914
tt0090859,5.8,61901
tt0112682,7.6,61900
tt3606752,6.7,61891
tt1320261,4.9,61780
tt0986233,7.6,61714
tt0097937,7.9,61698
tt0111301,3.9,61664
tt0292490,8.1,61638
tt1723816,7.3,61517
tt2101341,6.5,61502
tt1226753,6.8,61499
tt1172233,6.9,61493
tt0151137,6.4,61491
tt0120694,5.7,61448
tt0486551,6.3,61403
tt0110216,4.6,61399
tt0445990,7.1,61323
tt1473832,6.5,61318
tt0110932,7.5,61301
tt1278340,6.3,61280
tt2106361,5.8,61247
tt1991245,5,61216
tt0145531,6.2,61180
tt2140619,6.4,61137
tt0457400,5.3,61032
tt1712261,6.3,61007
tt0423977,7,60954
tt0078841,8,60941
tt1399664,8.1,60933
tt0450345,3.7,60920
tt0103786,5.6,60884
tt0795461,3.5,60869
tt2347569,7.4,60865
tt2937898,7,60821
tt0075029,7.9,60685
tt0087803,7.1,60684
tt0356721,6.6,60659
tt0120177,5.3,60641
tt0206314,6.6,60612
tt1687901,6.5,60597
tt1972779,6.7,60564
tt1608290,4.7,60547
tt0300051,6.2,60531
tt0433387,6.9,60463
tt4633690,7.3,60435
tt1130080,6.4,60429
tt0094947,7.6,60424
tt1586752,6.8,60387
tt0086393,5,60272
tt0426592,4.5,60255
tt1711525,5.8,60250
tt0162065,7.9,60232
tt1014763,6.5,60219
tt2262227,7.3,60143
tt0091474,7.2,60102
tt1462041,6,60084
tt6048596,8,60049
tt0125659,7.8,60007
tt0095031,7.4,59975
tt1242422,7.6,59974
tt0970411,6.5,59942
tt1562872,8.1,59829
tt0312172,7.9,59819
tt0103919,6.6,59762
tt0104815,6.9,59719
tt2402157,6.3,59712
tt0095963,6.1,59677
tt0083131,6.9,59639
tt0120148,6.7,59631
tt0873886,6.2,59605
tt0119468,6.6,59604
tt2870756,6.6,59569
tt1990314,7.1,59538
tt0121220,8.7,59482
tt1583420,6.1,59480
tt0465624,5.1,59474
tt6077448,8.9,59473
tt0163988,6.8,59345
tt0091419,7,59344
tt5016504,8,59340
tt0317303,5.5,59337
tt0219699,6.6,59317
tt0021884,7.8,59284
tt0237534,7,59281
tt1441952,6.8,59279
tt1961175,6.2,59170
tt3530002,6.4,59158
tt5028340,6.8,59139
tt2125608,8.2,59131
tt0132347,6.1,59113
tt4139588,6.3,59070
tt0032904,7.9,59069
tt1587707,8,59062
tt0178868,7.3,59059
tt0185014,7.3,59011
tt0099052,6.4,58892
tt2109184,4.6,58892
tt0111255,5.6,58862
tt0285492,5.6,58848
tt0120324,7.5,58845
tt2401878,7.3,58814
tt0080453,5.8,58785
tt0453556,6.2,58760
tt0115167,7.1,58759
tt0110989,5.3,58731
tt3348730,5.8,58726
tt0462200,6.9,58679
tt0107943,7.8,58651
tt0098536,6.1,58647
tt0101452,6.3,58634
tt0088993,7.1,58610
tt0120053,6.2,58601
tt0369436,5.6,58566
tt0093191,8,58565
tt1258972,5.4,58565
tt1270262,7.1,58553
tt0166813,7.1,58552
tt2364841,5.6,58544
tt3168230,6.9,58509
tt1436045,7.6,58508
tt0112870,8.1,58501
tt0103241,7,58391
tt1210042,6.7,58380
tt4635276,8.3,58361
tt0271027,6.6,58347
tt5638642,6.3,58321
tt0421082,7.7,58297
tt0347304,8,58291
tt1235124,6.3,58177
tt4270492,8.4,58176
tt4189022,8.5,58130
tt1197628,5.8,58117
tt0284490,5.5,58015
tt0080749,6.8,57965
tt0831887,4.8,57910
tt0864835,6.8,57898
tt0115751,7.9,57857
tt0114436,4.8,57840
tt0409591,8.2,57808
tt0327679,6.2,57805
tt0450314,5.9,57798
tt1185416,5.6,57767
tt0300556,5.6,57698
tt0472160,6.7,57683
tt0800069,5.1,57667
tt1441135,7.6,57639
tt0256009,7.4,57638
tt0374455,8.1,57534
tt0097815,7.2,57534
tt0380389,6.7,57514
tt0107211,5.9,57511
tt0333780,4.8,57495
tt0243017,7.8,57431
tt0119167,7.6,57430
tt0117887,6.9,57361
tt0482572,6.6,57344
tt0388629,8.7,57318
tt1561755,8.1,57288
tt0938330,5,57256
tt0382628,5.6,57236
tt0094332,6.5,57051
tt0360201,6.3,56994
tt0397313,7.3,56984
tt0388125,6.4,56970
tt0113957,5.9,56964
tt0200276,8.8,56924
tt0356680,6.3,56872
tt0492044,5.9,56825
tt0327162,5.3,56822
tt5247022,7.4,56733
tt0258153,6.1,56688
tt0310775,7.6,56669
tt3339966,7.7,56661
tt0120913,6.6,56645
tt2025690,6.7,56644
tt0086006,6.2,56618
tt0116683,6.7,56560
tt2083383,6.8,56525
tt0111507,7.7,56472
tt0264395,6.5,56452
tt0120686,6.8,56405
tt0780511,7.1,56379
tt3332064,5.7,56338
tt0116231,8.3,56311
tt0110005,7.3,56308
tt0815241,7.6,56247
tt0119978,7.2,56240
tt0124298,6.6,56117
tt0267626,6.7,56091
tt1424432,8.6,56086
tt2390361,7,56038
tt0098206,6.6,56033
tt0800308,6.7,56016
tt1742334,5.7,56001
tt2066051,7.5,55995
tt3850590,6.1,55962
tt0401997,7,55960
tt0421357,8.6,55937
tt1865718,8.9,55869
tt0476964,6.7,55837
tt0805570,6.1,55832
tt4179452,8.3,55824
tt3322420,8.2,55813
tt0146336,5.5,55804
tt1243974,5.4,55784
tt0379217,7.1,55762
tt0190865,5.9,55672
tt0286788,5.8,55648
tt0089686,5.5,55645
tt0287717,5.1,55628
tt5478478,7.2,55623
tt2647544,7.4,55622
tt0817538,5.7,55600
tt0089469,6.5,55550
tt1438254,6.4,55436
tt3716530,7.1,55397
tt0297284,6.4,55379
tt0104231,6.6,55375
tt1093357,4.9,55329
tt0085407,7.2,55319
tt0851851,7.7,55241
tt1232776,7.3,55238
tt3501584,7.9,55206
tt0088286,7.2,55189
tt0109446,6.7,55182
tt0404030,7.4,55125
tt1954347,7.6,55102
tt0466342,2.8,55090
tt0416508,7.1,54999
tt0427470,7,54963
tt0118849,8.3,54937
tt0120693,6.7,54906
tt1783232,6.7,54904
tt0191397,6.6,54890
tt0113409,7.2,54822
tt0228786,6.9,54751
tt0491152,5.9,54726
tt0390022,7.2,54724
tt1322312,6.3,54713
tt0301470,5.6,54712
tt0099365,6.4,54674
tt1661382,6.4,54501
tt0489049,6.6,54491
tt0962736,7.3,54412
tt2058673,5.3,54385
tt0206275,6.2,54376
tt0368794,6.9,54322
tt0089175,7.1,54232
tt0118972,6.2,54231
tt0492956,6.1,54185
tt0131857,6.5,54154
tt0758794,7.1,54128
tt0255798,4.8,54122
tt1704573,6.8,54111
tt4540710,7.5,54069
tt0081633,7,54046
tt0408345,5.8,54043
tt1645080,6.6,54036
tt0466909,5.5,54035
tt0082348,7.4,54032
tt0431021,5.9,54014
tt0109424,8.1,54013
tt0489237,6.2,53922
tt0099422,6.1,53908
tt0837563,5.8,53890
tt1135084,6.2,53868
tt0020629,8,53852
tt2265398,6.1,53850
tt1116184,7,53805
tt6663582,6,53791
tt0120770,6.3,53718
tt0428803,7.5,53691
tt0104868,6.5,53616
tt2105044,5.8,53600
tt0427309,7.6,53508
tt0962726,4.7,53504
tt0385700,7.2,53485
tt0808506,7.8,53475
tt1193631,6.2,53416
tt0313443,6.5,53409
tt0844479,6.4,53365
tt0988047,7,53342
tt0449089,5.5,53306
tt0111149,7.3,53302
tt0239395,5.1,53269
tt0814022,5.4,53204
tt1222817,5.2,53197
tt0228750,6.2,53142
tt0443536,6.4,53134
tt0074860,7.5,53118
tt5057054,8.2,53104
tt0076618,6.9,53100
tt0372824,7.9,53054
tt0116669,5.8,53046
tt0088933,6.7,53024
tt0116409,6.8,52951
tt0089670,6.2,52918
tt0480669,7.2,52912
tt0086197,7.8,52874
tt0199753,5.7,52823
tt0369735,5.5,52800
tt7569592,7.7,52788
tt0349710,6.5,52776
tt5886046,6.3,52761
tt0083922,8.1,52734
tt7668842,4.4,52705
tt0120731,8.1,52682
tt0023969,7.8,52634
tt0265029,5.7,52615
tt1185616,8,52608
tt0083791,7.2,52578
tt1821480,8.1,52528
tt0266489,5.9,52526
tt1137450,6.4,52502
tt2005374,6.4,52501
tt0862467,6.1,52485
tt0804522,6.8,52484
tt1032846,7.9,52466
tt1166100,7.3,52448
tt2387499,5.9,52441
tt0091949,6.6,52420
tt0082418,6.1,52396
tt0253867,5.2,52363
tt1413492,6.6,52341
tt0098382,5.5,52291
tt1075747,4.7,52240
tt0112178,7.8,52194
tt0111438,5.9,52150
tt1273235,5.1,52125
tt1029360,4.9,52031
tt0106387,7.2,52019
tt0280609,6.8,52018
tt0805663,7.9,52012
tt0091530,7.4,52002
tt0385267,6.4,52001
tt0275491,7.4,51899
tt1313092,7.3,51883
tt1075417,5.7,51802
tt0106701,5.6,51778
tt1606392,7.1,51763
tt1592873,4.4,51744
tt0758745,8.7,51665
tt0327247,5.5,51654
tt1800741,6.4,51599
tt1439572,7.1,51591
tt0218839,7.4,51578
tt0925266,8.3,51523
tt0029947,7.9,51520
tt7016936,8.3,51477
tt0119874,5.9,51466
tt0863046,8.5,51453
tt1226774,7.4,51453
tt0477139,7.3,51422
tt0403508,6.5,51384
tt0114787,8.1,51346
tt2402207,7.5,51339
tt1179891,5.4,51308
tt0365376,7.2,51278
tt1971325,6.1,51261
tt0099329,6.5,51240
tt1800302,6.7,51221
tt0119349,7.4,51215
tt0787474,6.8,51209
tt2481498,6.7,51159
tt0397078,5.4,51143
tt4624424,6.8,51117
tt0146309,7.3,51101
tt0139414,5.7,51054
tt0146984,6.7,51034
tt0108002,7.5,51032
tt0452598,5.5,51003
tt4954522,7,50965
tt3715320,6.6,50935
tt0218922,6.1,50929
tt0185371,5.6,50863
tt0097123,7.9,50857
tt0138304,5.4,50827
tt0361217,7.6,50817
tt1389096,6.5,50812
tt0403358,6.4,50794
tt0096487,6.9,50781
tt5691552,7.9,50778
tt1185834,5.9,50772
tt1043726,4.2,50665
tt0102536,7.8,50663
tt0088680,7.7,50651
tt1860242,6.9,50628
tt0203119,7.3,50607
tt0243655,6.6,50586
tt5657846,6,50580
tt1051220,7.2,50553
tt0324554,7,50545
tt0116830,6.4,50525
tt0384116,8,50509
tt0010323,8.1,50466
tt1733785,8.6,50440
tt0112722,6.6,50430
tt0092493,5.6,50423
tt1190539,7.9,50408
tt0237572,6.8,50361
tt0093260,6.8,50359
tt0089885,7.2,50353
tt6921996,6.2,50353
tt0278488,6.3,50329
tt0338459,4.2,50231
tt0271367,5.4,50226
tt0264935,6.2,50220
tt0254686,7.5,50166
tt0313043,6.4,50139
tt0103939,7.6,50120
tt0262150,8.5,50080
tt0261983,6.4,50046
tt1175709,6.3,50044
tt0268995,6.9,50018
tt0238546,5.3,49993
tt0105151,7.5,49987
tt0086425,7.4,49980
tt0460829,6.9,49970
tt0377062,6.1,49964
tt0377981,5.9,49911
tt2788732,6.7,49891
tt1176740,7,49868
tt0382992,5.1,49868
tt2452386,7.3,49828
tt0082158,7.2,49817
tt1155592,7.7,49720
tt0402894,6.5,49719
tt0089907,7.3,49694
tt1686821,5.5,49655
tt0079367,7.2,49639
tt0765120,6.6,49620
tt0355702,7.1,49619
tt0111742,6.2,49538
tt0080801,7.3,49529
tt0362165,2.2,49497
tt0105265,7.2,49490
tt0144214,6.3,49480
tt0105435,7.1,49442
tt0406759,5.4,49414
tt2869728,5.9,49386
tt0412080,7.8,49369
tt1837709,6.2,49365
tt0120157,6,49360
tt2223990,6.8,49350
tt0120877,6.2,49292
tt0180073,7.3,49272
tt0092359,6.7,49268
tt1334512,5.7,49237
tt0338466,5.7,49155
tt0242519,8.2,49150
tt2618986,7.4,49127
tt0821642,6.7,49126
tt0402910,6.5,49086
tt0398375,5.5,49057
tt0102803,6.4,49056
tt0102070,5.8,49052
tt0032599,7.9,49027
tt0445114,8.3,49016
tt0296042,7,49014
tt1567437,6.4,49014
tt0375154,6.8,49006
tt0125022,6.2,49000
tt0810922,6.3,48983
tt2717822,5.4,48943
tt4387040,8,48932
tt0383126,8.3,48901
tt0117631,7.7,48884
tt5580540,7.8,48859
tt0073650,5.9,48853
tt0327137,7.5,48840
tt0251114,6.3,48783
tt1403177,7,48781
tt0115641,6.8,48741
tt0144120,5.4,48713
tt0997152,6.4,48696
tt0427312,7.8,48689
tt0112346,6.8,48682
tt0119223,6.9,48669
tt2176013,6.7,48647
tt1703199,6.1,48636
tt0015648,8,48602
tt0374102,5.7,48594
tt0443473,6,48556
tt0228333,4.9,48542
tt0375173,6.2,48528
tt1578275,5.3,48504
tt4044364,8.1,48489
tt2463288,6,48484
tt3203616,5.8,48403
tt0130623,6.5,48361
tt0089767,7.3,48339
tt0093693,6.9,48290
tt2937696,6.9,48268
tt0115964,6.4,48243
tt0795493,6.7,48229
tt0103060,6,48222
tt0109836,6.4,48203
tt0096463,6.8,48190
tt3960412,6.7,48146
tt0074812,6.8,48132
tt0811138,3.8,48127
tt0800241,6.7,48115
tt0286244,7.8,48102
tt0171433,6.3,48088
tt0245686,5.9,48086
tt0183869,6.5,48080
tt1976009,6,48068
tt0119715,6.4,48031
tt0107302,6.7,48013
tt1286537,7.8,47984
tt0087553,7.8,47979
tt0280249,8.5,47909
tt0087985,6.4,47877
tt4834206,7.8,47872
tt0866442,8.2,47864
tt0353049,8.7,47853
tt0292644,6.7,47848
tt2771372,6.8,47800
tt0096764,7.2,47793
tt0762125,6,47786
tt0421238,7.4,47774
tt6265828,6.8,47767
tt0104036,7.2,47760
tt0075784,7.4,47713
tt4547056,6.6,47695
tt0157246,7.2,47689
tt0150662,7.5,47649
tt0106598,5.3,47618
tt0089822,5.8,47587
tt0091129,6,47560
tt0347048,7.9,47558
tt0115736,7.3,47525
tt5657856,7.1,47524
tt2388771,6.5,47520
tt0118843,8.1,47502
tt0119558,6.9,47491
tt1139668,4.8,47442
tt2718492,7.4,47393
tt0212712,7.4,47355
tt8108198,8.4,47339
tt3169706,7.8,47293
tt0115956,6.6,47248
tt0026029,7.7,47217
tt0107554,7.5,47208
tt0108333,6.4,47175
tt2547584,7.2,47136
tt0086837,6.8,47113
tt3829920,7.7,47078
tt0073707,8.2,47053
tt1869716,6.8,47043
tt0116253,6.4,47037
tt0089370,6.1,47027
tt6998518,6.6,47025
tt1414382,5.8,47017
tt3799232,6.1,47011
tt0211443,4.4,47010
tt0077745,7.4,46971
tt0095497,7.6,46939
tt4532826,5.3,46933
tt0430304,4.4,46911
tt0294870,6.9,46909
tt0111686,6.4,46909
tt1374989,5.8,46878
tt0187664,8.6,46876
tt4901306,7.8,46864
tt0362225,7.5,46861
tt0089791,7,46849
tt0312528,3.9,46837
tt1285241,7,46805
tt0120399,6.8,46794
tt0118548,6.7,46771
tt6470478,8.2,46739
tt0078935,5.9,46734
tt2452244,5.9,46733
tt0181984,7,46718
tt0387764,8.6,46716
tt0108757,7.7,46705
tt1592154,7.7,46671
tt0297181,5.4,46666
tt0179626,6.1,46661
tt2274648,5.2,46601
tt4145054,6.6,46596
tt0106246,7.1,46584
tt0947802,6.1,46576
tt0419677,7.6,46563
tt7014006,7.4,46559
tt4765284,5.8,46543
tt2614684,7.2,46535
tt0844286,6.8,46527
tt0091541,6.4,46461
tt3390572,8.1,46460
tt1212436,5.3,46457
tt0077405,7.9,46451
tt0093692,5.8,46387
tt0080745,6.5,46357
tt0227984,6.3,46334
tt0367652,4.7,46296
tt0443465,6.8,46244
tt1344204,8.3,46242
tt0247586,7.9,46220
tt0243585,5.4,46218
tt0106673,6.8,46211
tt1441326,6.9,46173
tt0245803,5.5,46163
tt1410063,7.6,46142
tt0260866,6.3,46129
tt0088000,6.6,46105
tt0443632,6.1,46087
tt1320244,5.6,46054
tt0437863,5.5,46035
tt0362269,7.1,46009
tt0096933,6.7,46003
tt0112883,6.7,45980
tt0102945,6.2,45960
tt0109117,8.2,45940
tt2377938,8,45933
tt0108255,4,45922
tt0112950,6.7,45909
tt0144528,4.4,45905
tt2461150,5.8,45880
tt1124037,6.9,45858
tt1024255,6.1,45826
tt2654580,8,45802
tt0305206,7.4,45785
tt1937149,7.6,45775
tt0106145,7.9,45749
tt1430607,7.1,45729
tt0095174,6.9,45696
tt0115857,5.6,45681
tt0095742,5.7,45673
tt0372532,6.2,45606
tt4136084,6.8,45600
tt1582457,7.9,45590
tt0935075,7,45567
tt0375210,5.5,45562
tt1313104,8.4,45489
tt0420332,7.8,45466
tt1135487,6.1,45465
tt0090633,6.9,45439
tt1321860,6.7,45400
tt0304669,5.6,45396
tt0083530,6.2,45395
tt0423866,8,45391
tt0097659,6.4,45391
tt4477536,4.5,45391
tt4995790,7.2,45312
tt0156887,8,45289
tt0102494,7.1,45264
tt0165982,6.7,45261
tt0250223,6.6,45258
tt1069238,8.1,45239
tt1084950,6.7,45224
tt1378167,6.7,45222
tt2283748,8.2,45213
tt0098724,7.2,45208
tt2112124,6,45204
tt2967224,5.1,45190
tt0363226,7.5,45181
tt0273923,6.2,45172
tt1308729,5.7,45139
tt0112792,6.5,45130
tt3064298,6.8,45114
tt0796264,7.9,45099
tt1311067,4.9,45055
tt0095250,7.6,45008
tt6292852,6.8,45008
tt1286039,7.6,45005
tt5168192,7.9,45003
tt0116126,6.6,44986
tt1699748,8.3,44957
tt1865505,8.1,44932
tt0098627,6.4,44908
tt0084434,7,44905
tt0108147,5.6,44900
tt0098621,6.8,44860
tt0101587,6.7,44843
tt0118771,6.9,44837
tt0106226,7.2,44817
tt1213648,6.2,44807
tt2103254,4.9,44780
tt0097647,5.2,44748
tt0299930,2.5,44742
tt1270761,5.5,44738
tt0983213,7.6,44723
tt5220122,6.3,44687
tt0433386,5,44682
tt0475944,5.3,44668
tt0271668,5.6,44642
tt1175491,6.3,44636
tt1204977,4.5,44627
tt0091251,8.3,44526
tt2106651,6.3,44518
tt0098282,6.9,44447
tt1825157,6.5,44430
tt0848557,5.6,44429
tt0093565,7.1,44423
tt0787524,7.2,44411
tt2870648,7.8,44407
tt1135300,7.7,44392
tt0110367,7.3,44381
tt1205535,6.3,44371
tt0113117,6.6,44363
tt1666186,3.4,44362
tt0029843,7.9,44342
tt2279373,6,44332
tt7520794,8,44321
tt0089155,6.9,44309
tt4622512,6.7,44253
tt0096548,8.8,44227
tt5592248,6.3,44177
tt0094812,7.1,44165
tt0240515,4.6,44128
tt0977855,6.8,44117
tt5688932,7,44092
tt1017451,6.5,44062
tt0104684,7.8,43997
tt0090967,7.8,43981
tt2283336,5.6,43924
tt0815244,6.2,43894
tt0929425,7,43885
tt0018455,8.1,43870
tt2802154,7.6,43816
tt6133466,5.1,43810
tt0331632,5,43796
tt0115082,7.7,43788
tt0172684,7.7,43757
tt0116277,5.9,43742
tt3612616,8.1,43735
tt0349825,7.5,43691
tt1132290,7.6,43682
tt1068242,5.9,43658
tt0328589,6.7,43616
tt4853102,6.4,43611
tt0081455,6.8,43595
tt0094137,6,43586
tt0109045,7.4,43569
tt0083399,7.8,43538
tt0281686,7,43509
tt1837654,7.3,43508
tt0089853,7.7,43495
tt3514324,7.1,43476
tt1920849,5.3,43454
tt0097202,7.8,43423
tt0109068,6.1,43403
tt0117918,6.3,43373
tt0085549,6.2,43372
tt1190536,7.4,43289
tt0155975,4.6,43288
tt0332375,6.7,43287
tt0808399,6.3,43286
tt0118789,7.5,43284
tt0073802,7.5,43257
tt0280486,5.6,43255
tt0124198,6.4,43230
tt0119707,3.7,43229
tt0102511,7.1,43202
tt2382396,6.9,43185
tt0119675,5.9,43174
tt0087050,5.7,43166
tt7043012,5.7,43142
tt0030341,7.8,43128
tt0082517,6.9,43128
tt1610527,8.1,43090
tt0108330,7.3,43054
tt0104940,7.7,43051
tt5610554,7,43049
tt1462769,6.6,43029
tt1214962,6.2,43015
tt1225822,6.1,42958
tt0109635,6.1,42947
tt1093370,7.9,42918
tt0107978,4.1,42916
tt2752772,5.3,42790
tt0460989,7.5,42768
tt1321509,5.7,42764
tt0365485,6.7,42748
tt0457433,5.7,42734
tt0081283,7.7,42711
tt0293715,8,42702
tt0115147,8.4,42688
tt0110950,6.6,42653
tt0331811,7.2,42652
tt0107616,7.3,42633
tt0266465,6.1,42630
tt0460780,3.8,42595
tt0367479,6.3,42580
tt0285333,7.6,42571
tt0098384,7.3,42538
tt1966604,7.5,42512
tt2333804,6.1,42512
tt0400497,4.8,42507
tt5186714,7.8,42494
tt0118375,7.2,42484
tt2121382,7.3,42477
tt0416044,7.2,42462
tt0242527,6.2,42438
tt0105104,5.9,42433
tt0421206,6.9,42423
