tconst,averageRating,numVotes
tt0215129,6.4,149420
tt0990407,5.8,149408
tt0078346,7.3,149255
tt1277953,6.8,149198
tt1139328,7.2,149187
tt0327084,6.7,149093
tt0437086,7.4,148866
tt0445934,6.3,148740
tt1129442,6.1,148722
tt0810819,7.1,148717
tt0106677,7.6,148668
tt0094898,7,148262
tt0177971,6.4,148034
tt1155076,6.2,148005
tt0424136,7.1,147701
tt0120744,6.5,147575
tt1288558,6.5,147556
tt0832266,7.1,147327
tt1091722,6.8,147314
tt0104714,6.7,147292
tt0498380,7.9,147182
tt0106697,6.7,146927
tt0380510,6.7,146850
tt5580036,7.5,146827
tt0108160,6.8,146602
tt1446192,7.3,146527
tt0091064,7.5,146483
tt0017136,8.3,146344
tt0285823,6.4,146332
tt2316411,6.9,146205
tt1411250,6.4,146007
tt0988595,6.1,145981
tt0120082,6.1,145703
tt1279935,6.3,145678
tt0986264,8.4,145496
tt1661199,6.9,145471
tt0120891,4.9,145298
tt0963966,6.1,144931
tt0119081,6.7,144832
tt0122151,6.6,144678
tt0408790,6.3,144665
tt1606375,8.7,144508
tt1578873,7.4,143922
tt1611224,5.9,143701
tt0117705,6.4,143578
tt0145681,6.7,143463
tt0834001,6.6,143333
tt0330793,6.4,143302
tt2239822,6.5,143294
tt0094625,8.1,143108
tt0107207,8.1,143098
tt0293564,6.2,143063
tt0384766,8.7,142920
tt0407362,8.7,142906
tt0115798,6.1,142895
tt1935859,6.7,142729
tt0472399,6.6,142578
tt0859163,5.2,142576
tt0458481,6.5,142271
tt2140373,7.5,142184
tt0261392,6.8,142166
tt1216475,6.2,141995
tt0165598,8.1,141887
tt0309593,6.2,141805
tt1057500,7.3,141717
tt0102685,7.3,141653
tt1469304,5.5,141636
tt0397442,7.4,141269
tt2873282,6.6,141252
tt3569230,6.9,141246
tt6857112,7,141154
tt0435705,6.2,141080
tt3062096,6.2,140928
tt1655441,7.2,140864
tt1462758,7,140657
tt2338151,8.2,140447
tt2080374,7.2,140298
tt0465602,6.7,140284
tt0120681,6.8,140252
tt0452046,8.1,140222
tt0089880,6.5,140190
tt0120587,6.5,140093
tt0257106,5.3,139802
tt0443274,6.6,139491
tt0120484,6.1,139304
tt1054606,6.8,139293
tt0177789,7.3,138875
tt0938283,4.1,138862
tt0122933,6.7,138809
tt0464141,7.4,138779
tt0274166,6.2,138674
tt1568338,6.6,138223
tt1267297,6,138185
tt0454945,6.3,138110
tt0095705,7.6,137904
tt1335975,6.2,137799
tt0104691,7.7,137683
tt1568911,7.2,137613
tt1188729,6.7,137610
tt0822832,7.1,137541
tt0780571,7.3,137406
tt5753856,8.7,137403
tt0092991,7.8,136956
tt0277027,7.6,136739
tt0266987,7.1,136736
tt3532216,7.1,135766
tt0159097,7.2,135536
tt0094291,7.4,135493
tt0100403,6.3,135444
tt0310793,7.9,135394
tt1860357,7.1,135393
tt1714206,7.1,135301
tt0088944,6.7,135295
tt0128442,7.3,135021
tt0097958,7.6,134887
tt0110322,7.5,134779
tt0448694,6.6,134630
tt0385002,7.5,134477
tt0105793,7,134450
tt0272338,7.3,134301
tt0762107,5.9,134248
tt6146586,7.8,134164
tt1219024,8.1,133722
tt0387808,6.6,133678
tt1600196,7.1,133645
tt0452694,7.1,133568
tt1727388,7.4,133504
tt0113247,8.1,133393
tt1560747,7.2,133275
tt0159365,7.2,133010
tt0398808,7.1,132996
tt0074958,8.1,132984
tt1121931,6.2,132796
tt5834204,8.5,132768
tt0335438,6.1,132593
tt0397535,7.4,132397
tt0257076,6,132213
tt0391198,5.9,132209
tt0475394,6.7,132165
tt0805564,7.3,132140
tt0093894,6.7,132049
tt0102138,8,131878
tt0413099,5.4,131769
tt1809398,7.2,131451
tt0410297,6.8,131308
tt1213641,7.3,131281
tt0097523,6.3,131248
tt1980929,7.4,131223
tt0980970,6.3,131142
tt1334260,7.1,130948
tt1034303,7.2,130876
tt0460627,7.8,130870
tt0084516,7.3,130651
tt1403981,7.1,130414
tt2191701,5.4,130375
tt0022100,8.3,130157
tt0301357,7.7,130022
tt0087544,8.1,129981
tt0989757,6.3,129958
tt0092067,8,129761
tt0389790,6.1,129693
tt0116583,6.9,129496
tt0242423,5.5,129305
tt0082198,6.9,129279
tt1563738,7,129214
tt0306047,5.5,129175
tt0350258,7.7,128718
tt1399683,7.2,128572
tt0280590,5.8,128295
tt0473705,7.1,128224
tt0109831,7,128216
tt3640424,7.1,127968
tt1327801,6.7,127855
tt2101441,5.3,127782
tt1389137,7.1,127764
tt0307987,7,127672
tt0276919,8,127578
tt3300542,5.9,127093
tt5083738,7.6,126907
tt1100089,7,126861
tt0417148,5.4,126824
tt0107362,6.3,126807
tt0099938,6.1,126698
tt0472033,7.1,126599
tt1255953,8.3,126598
tt1939659,5.9,126389
tt3322940,5.4,126354
tt0804497,7.1,126291
tt0387131,7.4,126254
tt0430105,6.8,126214
tt0118842,7.2,126202
tt0120888,6.8,126191
tt1855325,5.4,126123
tt0369441,6.1,126115
tt2278871,7.8,126108
tt2431438,8.4,126004
tt0471042,6.2,125935
tt0340855,7.3,125832
tt0481536,6.6,125532
tt0120784,7.1,125408
tt4178092,7,125365
tt1034032,5.8,125331
tt0424345,7.3,125294
tt1242460,7.5,125017
tt1189073,7.6,124963
tt2209418,7.9,124939
tt1915581,6.1,124769
tt0119345,5.7,124753
tt0292506,6.6,124711
tt1351685,6.2,124419
tt0086465,7.5,124384
tt3393786,6.1,124112
tt0277296,5.5,123994
tt2203939,6,123885
tt0324216,6.2,123864
tt1174732,7.3,123731
tt0103074,7.4,123595
tt0358082,6.3,123586
tt0095159,7.5,123473
tt1019452,7,123025
tt0120768,7.3,123019
tt0325703,5.5,122990
tt1314655,6.2,122877
tt0361596,7.5,122824
tt0073629,7.4,122811
tt0947810,6.8,122745
tt0079522,7.9,122675
tt0112508,6.4,122477
tt0085334,8,122397
tt1924435,6.4,122322
tt0451079,6.8,122313
tt0450232,6.6,122271
tt0277434,7.1,122236
tt4779682,5.7,122229
tt1234548,6.2,122151
tt1204975,6.6,122113
tt0414982,5.8,121910
tt0934814,8.2,121570
tt0256380,5.9,121569
tt0245844,7.7,121374
tt2120120,5.6,121289
tt3774114,7.3,121265
tt0088258,7.9,121194
tt0842926,7,121192
tt0365737,6.9,121124
tt0088323,7.4,120977
tt0443649,5.1,120626
tt0117913,7.5,120568
tt0253556,6.2,120466
tt2554274,6.5,120452
tt0193676,8.8,120228
tt0381707,5.6,120221
tt2096672,5.6,120095
tt0816442,7.6,119974
tt0487831,8.5,119921
tt0116922,7.6,119848
tt0402022,5.4,119800
tt1262416,6.1,119732
tt0079417,7.8,119698
tt1790886,6.1,119494
tt0118276,8.2,119455
tt0343135,5.9,119259
tt2446980,6.6,119193
tt0089530,6.3,119136
tt0100150,7.8,119066
tt0119738,6.3,118877
tt4116284,7.3,118725
tt2381111,7.5,118651
tt0325805,7.3,118565
tt2177771,6.1,118427
tt1448755,6.5,118377
tt0032910,7.4,118275
tt0815236,6.4,118257
tt0452594,5.8,118208
tt0467197,5.4,118112
tt3316960,7.5,118097
tt0373074,7.7,118040
tt0379725,7.3,118032
tt0257360,7.1,117871
tt0449010,5.1,117819
tt0100507,5.3,117781
tt0093822,7.3,117721
tt0247638,6.3,117696
tt0106489,7.8,117649
tt0274558,7.5,117575
tt0093105,7.3,117493
tt0125664,7.4,117450
tt0433362,6.4,117379
tt0384793,6.4,117257
tt2024432,5.7,116978
tt1567432,7.6,116915
tt0113568,8,116889
tt0312004,7.4,116825
tt0249462,7.7,116734
tt1616195,6.5,116703
tt0134273,6.5,116549
tt0164912,5.9,116525
tt0101272,6.9,116518
tt0108358,7.8,116478
tt0149261,5.8,116473
tt1615065,6.5,116378
tt0322330,6.1,116337
tt0251160,7.1,116257
tt1205537,6.2,115906
tt0164052,5.8,115693
tt0134084,5.5,115393
tt0120789,7.5,115334
tt2543472,8,114921
tt1441395,6.3,114766
tt0918927,7.5,114612
tt0480687,5.8,114603
tt0455824,6.6,114429
tt0259446,6.5,114345
tt0120102,7.1,114248
tt0091369,7.4,114148
tt1055292,6.5,114142
tt0091203,7.1,114130
tt0090728,7.3,114074
tt0097441,7.8,114021
tt0427327,6.6,113923
tt0227445,6.8,113854
tt0101507,7.7,113818
tt0251075,6.1,113783
tt0305357,4.9,113767
tt0268695,6,113645
tt1038919,5.6,113586
tt0393162,7.3,113580
tt0082340,7.2,113561
tt0117008,6.9,113448
tt2034800,5.9,113436
tt0431197,7,113163
tt0099077,7.8,113160
tt0093437,7.3,113101
tt5700672,7.5,113082
tt5104604,7.9,112971
tt0184894,6.5,112803
tt0087182,6.5,112690
tt0475290,6.3,112649
tt1862079,7,112608
tt1648190,5.6,112499
tt2561572,6,112420
tt0106582,6.4,112366
tt1692486,7.2,112270
tt1634122,6.3,112238
tt0032976,8.1,112109
tt0418689,7.1,112099
tt0117438,6.6,112024
tt0248654,8.7,111892
tt0404032,6.7,111872
tt5071412,8.3,111814
tt6155172,7.8,111774
tt0338564,8.1,111648
tt0780521,7.1,111415
tt0216216,5.9,111342
tt0120657,6.6,111305
tt2305051,7.1,111288
tt0093748,7.6,111248
tt0482606,6.2,111247
tt1358522,8.2,111199
tt0117731,7.6,111178
tt1172570,7.1,111164
tt0355295,5.9,111162
tt0161081,6.6,111153
tt1000774,5.6,110973
tt6294822,7.2,110803
tt0095956,5.8,110662
tt0790736,5.6,110646
tt0480025,7.7,110571
tt0293508,7.3,110448
tt0758730,4.7,110234
tt0112431,6.7,110056
tt0113749,7.1,110045
tt1390411,6.9,110025
tt0120783,6.5,109903
tt0279600,7.4,109831
tt0486946,5.8,109801
tt1201167,6.3,109694
tt6139732,7.2,109620
tt0098800,7.9,109611
tt0103855,6.3,109588
tt0212671,8,109432
tt0120794,7.1,109396
tt0100814,7.1,109343
tt0822847,5.7,109113
tt0397065,5.3,108905
tt1355630,6.7,108895
tt0364845,7.8,108875
tt0265459,6.8,108807
tt0112642,6.1,108732
tt0290673,7.4,108449
tt0107977,6.7,108359
tt0397306,7.4,108246
tt1086772,6.5,108132
tt1058017,6.3,108132
tt2388715,6.5,108129
tt1937390,6.9,108128
tt0245574,7.6,108126
tt1474684,8.5,108058
tt0410975,7.4,108030
tt1615147,7.1,108006
tt1837642,7.9,107959
tt0817230,5.7,107857
tt0120632,6.7,107823
tt0223897,7.2,107820
tt1132626,5.8,107779
tt1228987,7.1,107767
tt0870984,6.6,107761
tt0113627,7.5,107684
tt1179034,6.5,107671
tt0118694,8.1,107562
tt0314353,6.6,107557
tt0362120,5,107536
tt0162346,7.3,107525
tt0106918,6.8,107419
tt1638002,7.2,107258
tt0453451,6.4,107220
tt1131734,5.2,107178
tt7668870,7.7,107104
tt0146838,6.9,107098
tt0080761,6.5,107074
tt2261227,8.1,107059
tt0084827,6.8,106943
tt0092965,7.8,106919
tt3322314,7.4,106681
tt1067583,6.9,106439
tt1904996,6.2,106404
tt1517260,5.9,106300
tt5462602,7.6,106299
tt0079116,7.6,106183
tt0421239,6.4,106137
tt3205802,8.2,106005
tt0084726,7.7,105962
tt1821549,7.7,105938
tt0365907,6.5,105931
tt0435651,6.5,105826
tt0085959,7.6,105791
tt0077975,7.5,105786
tt3104988,6.9,105744
tt2265171,8,105725
tt1924429,6.9,105647
tt0373051,5.8,105602
tt0907657,7.8,105590
tt4172430,7.3,105323
tt0101410,7.7,105321
tt0455407,6.5,105230
tt0462590,6.5,105040
tt0496424,8.2,104984
tt0096320,6,104900
tt1911644,6.7,104819
tt0087928,6.7,104656
tt1235099,8,104593
tt1071875,4.3,104561
tt4438848,5.7,104508
tt0337741,6.7,104443
tt0430357,6,104373
tt3531824,6.5,104320
tt0077402,7.9,104314
tt0329101,5.7,104300
tt0133751,6.5,104284
tt0366627,7.1,104181
tt3766354,6.7,104112
tt0765010,7.1,104076
tt0113492,5.6,104060
tt0424095,6.6,103889
tt0118617,7.1,103857
tt0353969,8.1,103703
tt3567288,6.2,103703
tt0190138,6.7,103695
tt0263488,6.2,103669
tt0327554,3.3,103333
tt1830617,7.8,103322
tt0421073,6.8,103317
tt0250687,6.4,103303
tt0214341,8.7,103292
tt1854564,5.8,103289
tt0182789,6.9,103264
tt0373883,6.1,103161
tt1327773,7.2,103158
tt0795368,7.4,103137
tt1860213,5.9,103094
tt3322310,6.6,103034
tt0385004,7.5,102972
tt1023114,7.3,102889
tt0340163,6.6,102880
tt1131729,7.4,102874
tt4786282,6.3,102781
tt4651520,6.2,102621
tt0117218,5.6,102504
tt0289992,7.6,102397
tt2402927,7.2,102326
tt0460791,7.9,102316
tt0445922,7.4,102107
tt0295700,6.1,102078
tt1628033,8.7,102058
tt0309987,7.2,101878
tt0096928,6.9,101877
tt0120890,6.5,101843
tt0405508,8.2,101820
tt0114069,6.6,101724
tt0200550,5.7,101616
tt0203019,7.2,101589
tt1602613,5.7,101439
tt1956620,5.1,101408
tt0405296,7.1,101312
tt0348836,5.8,101280
tt1921064,5.5,101268
tt0465580,6.1,101242
tt0472062,7,101188
tt5813916,9,101187
tt0137494,6.3,101186
tt0097351,7.5,101044
tt0097814,7.9,100960
tt0146675,5.8,100886
tt0404203,7.5,100870
tt0089881,8.2,100808
tt0227538,5.4,100800
tt0929632,7.3,100794
tt5052474,7.1,100561
tt0397101,6.5,100544
tt0419706,5.2,100444
tt0119395,6.4,100379
tt1315981,7.6,100129
tt0970866,5.5,100114
tt0384806,6,99986
tt0079944,8.2,99950
tt0286499,6.6,99830
tt1206543,6.8,99765
tt0012349,8.3,99591
tt0426931,7.5,99580
tt2312718,6.5,99577
tt3829266,5.4,99568
tt0092644,6.5,99525
tt0031679,8.1,99265
tt1622979,5.8,99126
tt0075005,7.5,99099
tt2763304,7.2,99085
tt0313737,6.1,99060
tt2395695,9.3,99055
tt0283111,6.4,99045
tt0401383,8,98980
tt0780653,5.8,98641
tt0240890,6.9,98579
tt0338337,6.3,98565
tt0436697,7.3,98560
tt1567609,7,98513
tt0433400,6.2,98476
tt0367959,6.2,98413
tt0799949,2.4,98375
tt0096256,7.3,98099
tt0368008,6.6,98081
tt0287467,7.9,98066
tt1682180,6.8,98044
tt1702439,6.7,97988
tt0439100,7.9,97986
tt1073498,2.8,97973
tt0080487,7.3,97951
tt0243133,7.5,97935
tt0236493,6.1,97921
tt0467200,6.7,97850
tt0790686,6.1,97686
tt0104952,7.6,97676
tt0116213,6.1,97664
tt1135503,7,97613
tt0164184,6.4,97582
tt0218967,6.8,97580
tt0870111,7.7,97545
tt0317198,6,97454
tt0865556,6.6,97451
tt0102510,6.9,97426
tt2503944,6.6,97411
tt6628394,7.1,97403
tt0365830,6.8,97304
tt0159206,7.1,97246
tt1924396,7.8,97234
tt1656190,6.5,97160
tt1007029,6.4,96988
tt5814060,5.4,96939
tt0386117,6.7,96903
tt1870479,8.6,96890
tt1053424,6.3,96651
tt1114740,5.2,96585
tt0129290,6.8,96553
tt0327850,6.7,96395
tt1078940,5.5,96371
tt0120902,7,96344
tt0256415,6.2,96331
tt1258197,6.8,96243
tt0390521,7.2,96230
tt0120889,7,96190
tt0119303,4.4,95925
tt0848537,6.7,95853
tt0462504,7.3,95820
tt3874544,6.3,95779
tt9495224,7.2,95766
tt0110478,7,95741
tt0426883,6.9,95633
tt5140878,6.5,95603
tt0088128,7.1,95518
tt1408253,6.2,95483
tt2191671,7.9,95462
tt0393109,7.3,95413
tt0186151,7.3,95322
tt1327194,6.5,95208
tt0376136,6.2,95194
tt0112461,7.3,95134
tt1438176,6.3,95125
tt0159273,6.4,95108
tt0091605,7.7,95062
tt0104070,6.5,95040
tt0105112,6.9,94972
tt2199571,6.6,94872
tt0300471,6.2,94868
tt0343737,6.7,94774
tt0113855,5.8,94645
tt0168629,8,94532
tt0342258,7,94532
tt0335245,6.2,94520
tt1478964,6.6,94460
tt1450321,7.1,94434
tt0404390,7.4,94425
tt0112740,7.3,94418
tt1233227,6,94371
tt0120184,6.1,94319
tt1433108,6.4,94302
tt3717490,5.9,94256
tt0480242,6.7,94209
tt1027718,6.2,94011
tt0169102,8.2,93984
tt1333125,4.3,93934
tt0096446,7.3,93869
tt1571222,6.4,93816
tt0230011,6.9,93780
tt0425123,6.7,93767
tt0422720,6.4,93727
tt0477302,6.9,93671
tt0373926,6.4,93607
tt0115433,5.7,93581
tt1038686,5.2,93558
tt4034354,7,93548
tt0074119,8,93542
tt1240982,5.5,93535
tt0119164,7.2,93461
tt1355642,9.1,93355
tt0093177,7,93338
tt0475276,7.5,93309
tt0114388,7.6,93251
tt0861739,8.1,92995
tt0412019,7.2,92955
tt1800246,6.1,92907
tt0409182,5.6,92837
tt6412452,7.3,92720
tt1979388,6.7,92700
tt0102059,6.8,92633
tt2193215,5.3,92601
tt0185431,5.3,92518
tt0427152,5.9,92352
tt0758766,6.5,92258
tt0318462,7.8,92115
tt2557478,5.6,92077
tt0074486,7.4,91939
tt0133240,7.2,91926
tt1188996,8,91847
tt1614989,7.5,91799
tt0460091,7.7,91779
tt2304933,5.2,91770
tt0113118,7.3,91758
tt0247745,7.1,91747
tt0081573,6.8,91730
tt0113101,6.8,91721
tt0230030,6,91647
tt0277371,5.7,91572
tt0099871,7.5,91489
tt1023111,6.6,91449
tt1187064,6.9,91358
tt0816462,5.2,91344
tt2866360,7.2,91340
tt0452637,5.5,91274
tt0385880,6.6,90866
tt0096969,7.2,90798
tt0433383,7.4,90714
tt0292963,7.3,90704
tt0015864,8.2,90650
tt0390384,6.9,90611
tt0092400,8,90589
tt1637727,8.2,90576
tt0118689,6.5,90471
tt0209958,6.3,90441
tt0076752,7.1,90331
tt0490204,7.4,90322
tt1142977,6.9,90308
tt0084805,7.4,90278
tt0364970,5.6,90272
tt0096657,8.5,90219
tt0097239,7.4,90192
tt1144884,5.2,90126
tt0452702,6.2,90118
tt0758746,5.5,90040
tt0110622,6.5,89988
tt1592525,6.1,89896
tt1878870,7.3,89856
tt0120873,6.5,89757
tt0098439,6.4,89612
tt2431286,7.6,89364
tt0104348,7.8,89291
tt0267913,5,89079
tt1195478,6.2,89069
tt2381991,6.1,88990
tt4857264,8.1,88953
tt0124315,7.4,88747
tt0337921,6.5,88628
tt1235166,7.9,88614
tt0441909,7.6,88549
tt1017460,5.7,88489
tt0248667,6.8,88480
tt0092455,8.6,88462
tt5776858,7.5,88377
tt1657507,6.4,88340
tt0120907,6.8,88297
tt2671706,7.2,88289
tt0288477,5.5,88249
tt0238784,8.1,88227
tt0290978,8.5,88218
tt0118883,6.7,88208
tt0118615,4.8,88197
tt1034314,5.9,88183
tt1622547,6.1,88012
tt1623288,7,88009
tt0163187,5.5,87951
tt0085995,7.4,87842
tt0171804,7.5,87796
tt0349205,5.8,87777
tt0328880,6.8,87756
tt1045772,6.6,87743
tt2241351,6.5,87683
tt0418819,6.2,87637
tt1212419,6.4,87629
tt1386932,7.5,87611
tt0086034,6.6,87598
tt1440728,6.3,87471
tt0250258,7.7,87460
tt0963178,6.5,87434
tt0318649,6,87363
tt1618442,6,87312
tt1695360,8.5,87259
tt0264235,8.7,87234
tt1216492,6.5,87182
tt0103873,7.5,87103
tt0097742,6.6,87007
tt0102266,7,87006
tt0122718,6.2,86999
tt0116136,6.5,86943
tt0174856,7.6,86924
tt1045778,4.9,86888
tt0386140,5.9,86873
tt0490215,7.1,86768
tt0395584,6.8,86759
tt0298814,5.5,86697
tt0377109,5.4,86668
tt2224026,6.6,86562
tt0118998,5.4,86561
tt0080120,7.6,86532
tt0127536,7.4,86513
tt0468492,7,86437
tt1412386,7.2,86398
tt0479997,5.4,86384
tt0115759,6,86327
tt0090555,6.6,86273
tt1179056,5.2,86263
tt1161864,6,86258
tt0348914,8.7,86236
tt1778304,5.8,86225
tt1109624,7.2,86215
tt0098084,6.6,86205
tt0313542,7.1,86188
tt0799934,6.4,86168
tt0443701,5.9,86145
tt3063516,6.5,86140
tt4786824,8.7,86120
tt0083929,7.2,86061
tt0138524,6.2,86032
tt1216487,7.2,85981
tt0107206,7.2,85949
tt0111070,6.4,85925
tt0093389,7.7,85891
tt0446755,7.5,85854
tt0267804,5.9,85793
tt0362478,5.5,85787
tt5758778,5.8,85766
tt0025316,8.1,85750
tt1602620,7.9,85689
tt1781769,6.6,85496
tt1078588,7.4,85441
tt0302640,5.5,85402
tt0104694,7.2,85259
tt0981227,6.6,85253
tt1226273,6.6,85239
tt4481414,7.6,85185
tt0285531,5.5,85181
tt0099700,6.4,85165
tt0406375,6.1,85048
tt2548396,5.5,85017
tt0480255,6.3,84988
tt0114924,6.7,84956
tt0106611,6.9,84954
tt1470827,6.4,84751
tt0365686,6.4,84740
tt0348333,6.8,84712
tt1397514,5.8,84694
tt0082398,6.8,84665
tt1791528,6.7,84582
tt0112817,7.6,84526
tt5164432,7.6,84462
tt1979376,8.2,84441
tt0086567,7.1,84356
tt1477076,5.6,84348
tt0808279,6.5,84345
tt0116705,5.6,84316
tt1232200,5.5,84105
tt1675192,7.4,84100
tt1564585,4.4,84065
tt1831164,9.1,83829
tt0126886,7.2,83817
tt1615160,7,83676
tt0406816,6.9,83639
tt1213644,1.9,83547
tt0112818,7.5,83457
tt6266538,7.2,83456
tt2375692,8.2,83370
tt0960731,6,83201
tt1204342,7.1,83197
tt0401445,7,83173
tt0082010,7.5,83150
tt0119229,7.3,83044
tt0117318,7.3,83016
tt0079574,6.3,82977
tt0357277,4.7,82889
tt1103153,5.4,82832
tt0808417,8,82717
tt1462059,7.2,82711
tt0109444,6.9,82602
tt0032455,7.8,82581
tt0118421,8.7,82538
tt0416236,6.5,82284
tt2172934,6.2,82278
tt4532368,6.8,82253
tt0117666,8,82252
tt0155267,6.8,82247
tt1648179,6.4,82233
tt1385867,5.6,82115
tt1985966,6.4,82102
tt1714915,7.3,82069
tt0464154,5.4,82027
tt0452625,5.6,81939
tt0204946,6,81790
tt0185125,7.8,81722
tt0032551,8,81706
tt0093428,6.7,81665
tt2140379,6.5,81640
tt0013442,7.9,81573
tt0499556,6.2,81544
tt2567026,6.2,81439
tt1396218,6,81407
tt1230414,6.5,81399
tt0395699,5.6,81302
tt1637706,6.4,81256
tt0111495,8.1,81236
tt0363589,7.2,81129
tt0213847,7.5,81117
tt0090264,6.4,81089
tt1034331,6,81080
tt2071645,7.4,81047
tt0498353,5.5,81025
tt0230838,6.7,80954
tt1164999,7.5,80934
tt0468489,7.2,80907
tt0408839,5.8,80792
tt0396555,6.8,80729
tt0107120,6.8,80587
tt0914863,7.1,80549
tt0086979,7.6,80506
tt1981128,5.3,80441
tt1440292,7.3,80420
tt0498399,6.8,80381
tt1559547,6.1,80369
tt0120780,7,80359
tt1135985,6.5,80264
tt1456635,6.8,80223
tt0118887,6.9,80148
tt0095647,7.8,80062
tt0844708,6.5,80053
tt1263670,7.2,80043
tt0165798,7.5,80033
tt1667353,5.6,80016
tt2382009,6.7,80006
tt0460740,7.2,80003
tt1322269,7.2,79999
tt1859650,6.3,79881
tt1655420,7,79834
tt1312171,8,79829
tt6343314,7.2,79805
tt0400717,6.1,79707
tt0284837,6.2,79694
tt0105417,6.4,79680
tt0455760,6.2,79678
tt0097493,7.3,79541
tt0327437,5.9,79518
tt0270288,7,79510
tt0094862,6.6,79475
tt1172049,7,79464
tt0252076,5.2,79446
tt0114214,6.4,79429
tt0181536,7.3,79397
tt2205697,7.2,79382
tt0371606,5.7,79339
tt0090329,7.4,79257
tt0100758,6.8,79196
tt0108394,7.9,79158
tt0154506,7.5,79102
tt0285742,7,79095
tt0346156,6,79078
tt0160862,5.9,79036
tt0402399,6.7,79006
tt0107144,6.6,78961
tt1389072,5.7,78865
tt0119137,5.3,78779
tt0101761,7.2,78636
tt3322364,7.1,78621
tt2070791,6.7,78608
tt0289848,5.9,78574
tt1126590,7,78536
tt0453562,7.5,78470
tt0821640,5.8,78446
tt0382077,5.9,78441
tt1020072,7.5,78427
tt5189670,8.6,78414
tt0118480,8.4,78314
tt0472181,5.4,78295
tt0151738,6,78244
tt2132285,5.6,78225
tt0173840,6.4,78207
tt0491738,8.3,78150
tt0105698,6,78068
tt0450188,7.6,78032
tt0082406,7.3,78018
tt0096061,7,77933
tt0497116,7.4,77817
tt0105665,7.2,77793
tt4572514,7.4,77758
tt2125435,7.3,77744
tt0274812,7,77729
tt3316948,6.1,77701
tt4635282,7.8,77415
tt0116365,7.1,77395
tt2017109,8.4,77363
tt0213338,8.9,77292
tt1641349,6.7,77221
tt0098258,7.3,77194
tt0137363,7.2,77192
tt3850214,7.2,77103
tt1598822,5.7,77081
tt0322802,6.6,77078
tt0098554,7,76975
tt1083452,7.4,76938
tt0370032,4.4,76884
tt0103359,9,76758
tt1571234,6.1,76693
tt0208003,5.1,76679
tt0457513,6.7,76598
tt0104797,7.7,76548
tt1023481,6.2,76534
tt0088011,6.9,76514
tt0383216,5.6,76512
tt0100502,5.8,76421
tt0138749,6.9,76317
tt0087884,8.1,76302
tt0328538,6.8,76295
tt0097216,7.9,76289
tt0457510,5.7,76288
tt0132477,7.8,76134
tt2823054,6,76101
tt0362359,7.5,76038
tt1666801,6.5,76034
tt0455967,5.7,75980
tt3544112,8,75869
tt0307479,6.2,75788
tt1229822,7.3,75729
tt0356470,5.9,75716
tt1860353,6.4,75700
tt0100935,7.2,75681
tt0817177,7.7,75614
tt0079945,6.4,75592
tt0086541,7.3,75565
tt0101700,7.6,75556
tt0099582,6.6,75555
tt1555149,8,75516
tt0364045,6.2,75461
tt1029234,7.1,75454
tt0463034,5.6,75399
tt1418377,5.1,75364
tt0367110,8.2,75282
tt0120679,7.4,75227
tt0166896,8,75222
tt0384680,6.5,75023
tt1702443,1.6,75003
tt0120885,7.2,74974
tt0206512,8.1,74946
tt5114356,8.3,74932
tt0839980,5.8,74914
tt1625346,6.3,74813
tt0419887,7.6,74805
tt0094889,5.9,74668
tt0852713,5.5,74616
tt0245674,5.6,74611
tt0086200,6.8,74596
tt0118928,5.9,74568
tt1020558,6.4,74543
tt0469641,5.9,74532
tt0280707,7.2,74408
tt0862856,6.8,74399
tt0371246,6.4,74352
tt0317648,6.7,74321
tt5649144,7.6,74299
tt0024216,7.9,74295
tt2149175,8.4,74289
tt1219342,6.9,74284
tt0250797,6.7,74256
tt3967856,7.3,74200
tt0101889,7.5,74192
tt0456554,7,74191
tt1974419,6.2,74140
tt2370248,8,74120
tt0095489,7.4,74100
tt4287320,5.3,74056
tt0120787,6.5,74044
tt0290095,5.4,73930
tt0115685,7.1,73877
tt1716772,6.7,73847
tt1051904,6.3,73847
tt0092563,7.3,73834
tt0154420,8,73832
tt0247082,7.6,73747
tt0107822,7.6,73591
tt0090305,6.6,73591
tt7767422,8.3,73551
tt0368226,3.7,73531
tt3398228,8.6,73386
tt1911658,6.7,73354
tt0383028,7.6,73326
tt0369702,8,73306
tt0110074,7.2,73237
tt0864761,6.9,73218
tt1220617,8.4,73197
tt0112401,6.3,73193
tt0092007,7.3,73144
tt0185183,2.5,73139
tt0097778,5.9,73128
tt3230854,8.4,73112
tt0356634,5,73104
tt0141926,6.6,73069
tt0099371,6,73035
tt1600195,5.1,73006
tt1152398,5.6,72993
tt0405325,6.1,72915
tt0304415,6.5,72904
tt0377818,5.1,72835
tt2400463,6.6,72761
tt0017925,8.1,72676
tt5171438,7.4,72643
tt1117385,7.4,72563
tt2494362,7.1,72529
tt0108525,6.2,72489
tt0108037,7.8,72431
tt0116778,6.9,72369
tt0795351,6.2,72360
tt0810913,3.3,72308
tt4731136,6.4,72227
tt0088939,7.8,72182
tt0152930,7,72149
tt1259528,7,72149
tt1235522,6.2,72147
tt1674771,6.6,72085
tt0815245,6.3,72085
tt2436386,6.4,72024
tt0087078,5.9,71983
tt0120832,6,71963
tt0345950,7,71943
tt5988370,1.5,71931
tt2654620,7.3,71912
tt0411061,5.9,71894
tt0386032,7.9,71860
